Artist,Recommendations
from autumn to ashes,atreyu: 0.2201|as i lay dying: 0.2093|alesana: 0.2074|alexisonfire: 0.1835|36 crazyfists: 0.1777|underoath: 0.1771|saosin: 0.1662|escape the fate: 0.164|bring me the horizon: 0.1629|funeral for a friend: 0.1614
from first to last,chiodos: 0.2607|senses fail: 0.2137|alesana: 0.2132|silverstein: 0.2057|taking back sunday: 0.1824|atreyu: 0.1814|the used: 0.18|escape the fate: 0.1773|funeral for a friend: 0.1748|alexisonfire: 0.1648
frou frou,imogen heap: 0.2803|the postal service: 0.1325|death cab for cutie: 0.1128|coldplay: 0.1112|sia: 0.1073|the shins: 0.0918|röyksopp: 0.0901|regina spektor: 0.0866|goldfrapp: 0.0824|télépopmusik: 0.0821
frédéric chopin,antonio vivaldi: 0.2232|johann sebastian bach: 0.2112|ludwig van beethoven: 0.2069|wolfgang amadeus mozart: 0.1587|django reinhardt: 0.0881|the beatles: 0.0806|philip glass: 0.0787|ella fitzgerald: 0.076|louis armstrong: 0.0751|billie holiday: 0.074
fugazi,sonic youth: 0.1755|pavement: 0.1692|minor threat: 0.169|black flag: 0.167|pixies: 0.149|at the drive-in: 0.1404|dinosaur jr.: 0.1262|deerhoof: 0.1219|the clash: 0.1198|bad brains: 0.1171
funeral for a friend,silverstein: 0.242|alexisonfire: 0.2317|senses fail: 0.2309|finch: 0.2215|taking back sunday: 0.2213|lostprophets: 0.1997|enter shikari: 0.1969|atreyu: 0.1958|the used: 0.1892|from first to last: 0.1725
gamma ray,helloween: 0.4125|edguy: 0.2963|blind guardian: 0.2851|hammerfall: 0.2816|stratovarius: 0.2784|manowar: 0.2624|avantasia: 0.2578|angra: 0.253|sonata arctica: 0.2376|iced earth: 0.2125
gang starr,nas: 0.2754|de la soul: 0.2612|mobb deep: 0.2512|a tribe called quest: 0.2393|the roots: 0.2139|talib kweli: 0.2026|jurassic 5: 0.1997|ghostface: 0.1926|common: 0.1845|jedi mind tricks: 0.1843
garbage,no doubt: 0.1401|placebo: 0.1378|madonna: 0.1313|the smashing pumpkins: 0.1249|the cardigans: 0.1233|alanis morissette: 0.123|depeche mode: 0.1114|muse: 0.111|moby: 0.1103|the cure: 0.1075
gavin degraw,jason mraz: 0.1502|john mayer: 0.1323|the fray: 0.1123|kelly clarkson: 0.1051|goo goo dolls: 0.1012|james morrison: 0.0959|pink: 0.0891|james blunt: 0.0891|leona lewis: 0.0884|maroon 5: 0.0863
genesis,camel: 0.199|king crimson: 0.1941|marillion: 0.1933|peter gabriel: 0.1887|jethro tull: 0.1811|pink floyd: 0.1679|phil collins: 0.1617|supertramp: 0.1608|queen: 0.1565|rush: 0.1414
gentleman,damian marley: 0.1747|seeed: 0.173|bob marley: 0.1619|matisyahu: 0.1272|hey: 0.1242|manu chao: 0.1227|happysad: 0.1196|akurat: 0.1192|bob marley & the wailers: 0.1083|sean paul: 0.103
george michael,madonna: 0.1529|prince: 0.1274|michael jackson: 0.1256|kylie minogue: 0.124|pet shop boys: 0.1235|seal: 0.1172|sade: 0.1142|janet jackson: 0.1058|justin timberlake: 0.1|abba: 0.0975
ghostface,nas: 0.2146|jay-z: 0.2109|notorious b.i.g.: 0.2079|mf doom: 0.199|mobb deep: 0.1978|common: 0.1941|gang starr: 0.1911|a tribe called quest: 0.1883|wu-tang clan: 0.1833|j dilla: 0.1802
girl talk,ratatat: 0.1676|of montreal: 0.1559|modest mouse: 0.155|m.i.a.: 0.1407|justice: 0.1384|kanye west: 0.1234|animal collective: 0.1228|broken social scene: 0.1211|daft punk: 0.1171|radiohead: 0.1158
girls aloud,sugababes: 0.2891|kylie minogue: 0.1984|leona lewis: 0.1943|britney spears: 0.1932|the pussycat dolls: 0.1714|lady gaga: 0.168|rihanna: 0.159|beyoncé: 0.1501|madonna: 0.1477|janet jackson: 0.1441
gnarls barkley,gorillaz: 0.1366|kanye west: 0.119|outkast: 0.1098|mos def: 0.102|n*e*r*d: 0.0959|amy winehouse: 0.0958|radiohead: 0.0956|beck: 0.0907|coldplay: 0.0894|common: 0.0883
god is an astronaut,explosions in the sky: 0.242|65daysofstatic: 0.2208|mogwai: 0.1975|mono: 0.1972|sigur rós: 0.1419|godspeed you! black emperor: 0.1387|isis: 0.137|the album leaf: 0.117|tool: 0.1123|porcupine tree: 0.1113
godsmack,disturbed: 0.2612|drowning pool: 0.2324|koЯn: 0.2279|static-x: 0.2229|mudvayne: 0.2216|slipknot: 0.1766|dope: 0.1732|limp bizkit: 0.1707|adema: 0.1675|papa roach: 0.1615
godspeed you! black emperor,explosions in the sky: 0.2226|mono: 0.2099|mogwai: 0.2005|65daysofstatic: 0.1676|sigur rós: 0.1535|god is an astronaut: 0.1379|the album leaf: 0.1308|múm: 0.0994|m83: 0.0959|boards of canada: 0.0948
gogol bordello,tom waits: 0.1036|dropkick murphys: 0.1019|manu chao: 0.1003|flogging molly: 0.088|beirut: 0.087|the clash: 0.0811|radiohead: 0.0764|nick cave and the bad seeds: 0.0729|the beatles: 0.071|nouvelle vague: 0.0708
gojira,mastodon: 0.2359|meshuggah: 0.1909|lamb of god: 0.1715|opeth: 0.1645|bloodbath: 0.164|behemoth: 0.1631|devildriver: 0.161|at the gates: 0.1525|chimaira: 0.1379|strapping young lad: 0.1361
goldfinger,less than jake: 0.2084|reel big fish: 0.168|millencolin: 0.1509|44: 0.1507|blink-182: 0.148|green day: 0.1301|sum 41: 0.1297|lagwagon: 0.1274|streetlight manifesto: 0.124|nofx: 0.1235
goldfrapp,air: 0.2355|röyksopp: 0.2092|portishead: 0.1949|ladytron: 0.1877|massive attack: 0.1834|björk: 0.1681|moloko: 0.1645|róisín murphy: 0.1609|the knife: 0.1542|lamb: 0.1524
goo goo dolls,lifehouse: 0.1608|3 doors down: 0.1481|matchbox twenty: 0.1346|the fray: 0.1307|the all-american rejects: 0.1163|coldplay: 0.1107|maroon 5: 0.1079|john mayer: 0.103|jason mraz: 0.1028|nickelback: 0.1028
good charlotte,simple plan: 0.2784|sum 41: 0.2568|blink-182: 0.2019|fall out boy: 0.197|avril lavigne: 0.1948|linkin park: 0.1938|my chemical romance: 0.1919|green day: 0.1882|44: 0.1818|paramore: 0.1744
gorillaz,daft punk: 0.1906|red hot chili peppers: 0.1722|coldplay: 0.171|the chemical brothers: 0.1681|radiohead: 0.1672|fatboy slim: 0.1625|moby: 0.1597|massive attack: 0.1582|the prodigy: 0.1529|beck: 0.1523
gotan project,pink martini: 0.1447|thievery corporation: 0.1412|parov stelar: 0.1214|manu chao: 0.1181|massive attack: 0.1146|de-phazz: 0.11|air: 0.1079|st. germain: 0.0987|bonobo: 0.0985|the cinematic orchestra: 0.0974
grateful dead,bob dylan: 0.1549|cream: 0.1383|the beatles: 0.1375|van morrison: 0.1265|neil young: 0.1249|led zeppelin: 0.1172|the doors: 0.1141|jimi hendrix: 0.1139|the byrds: 0.1128|the who: 0.1118
green day,the offspring: 0.2681|blink-182: 0.2554|red hot chili peppers: 0.2272|foo fighters: 0.2256|linkin park: 0.2178|sum 41: 0.2138|fall out boy: 0.2032|simple plan: 0.2007|my chemical romance: 0.1909|good charlotte: 0.1889
grizzly bear,animal collective: 0.2861|fleet foxes: 0.189|deerhunter: 0.1818|broken social scene: 0.1746|devendra banhart: 0.1701|sufjan stevens: 0.1639|andrew bird: 0.163|iron & wine: 0.1532|modest mouse: 0.1431|arcade fire: 0.1391
groove armada,faithless: 0.2141|massive attack: 0.204|tosca: 0.1943|fatboy slim: 0.1941|the chemical brothers: 0.192|moby: 0.1909|röyksopp: 0.1902|nightmares on wax: 0.1711|air: 0.1668|thievery corporation: 0.1632
groove coverage,cascada: 0.3544|scooter: 0.2204|basshunter: 0.1942|rihanna: 0.1285|atb: 0.1257|nightwish: 0.1176|t.a.t.u.: 0.1118|tiësto: 0.0989|september: 0.0986|paul van dyk: 0.0966
guano apes,system of a down: 0.1403|koЯn: 0.1365|papa roach: 0.1334|godsmack: 0.1222|disturbed: 0.121|the offspring: 0.1181|limp bizkit: 0.1176|linkin park: 0.1133|placebo: 0.1085|p.o.d.: 0.1066
guided by voices,pavement: 0.2438|the magnetic fields: 0.1606|dinosaur jr.: 0.1545|sonic youth: 0.1532|pixies: 0.1502|the mountain goats: 0.1351|low: 0.1248|wilco: 0.1191|yo la tengo: 0.1183|the smiths: 0.1175
guns n roses,metallica: 0.2001|ac/dc: 0.193|aerosmith: 0.1912|bon jovi: 0.1625|mötley crüe: 0.1574|kiss: 0.1545|nirvana: 0.1483|van halen: 0.1421|led zeppelin: 0.1404|ozzy osbourne: 0.1394
gwen stefani,fergie: 0.246|the pussycat dolls: 0.2343|rihanna: 0.217|nelly furtado: 0.2158|beyoncé: 0.2131|britney spears: 0.205|christina aguilera: 0.1918|kylie minogue: 0.186|madonna: 0.1837|no doubt: 0.1795
gym class heroes,kanye west: 0.1869|fall out boy: 0.1477|lupe fiasco: 0.1475|chris brown: 0.1382|t.i.: 0.1347|ne-yo: 0.116|cobra starship: 0.1156|akon: 0.1149|hellogoodbye: 0.1138|lil wayne: 0.1108
haggard,therion: 0.2314|after forever: 0.1959|epica: 0.193|tristania: 0.1835|finntroll: 0.1554|nightwish: 0.1551|blind guardian: 0.1548|ensiferum: 0.1493|apocalyptica: 0.1398|sirenia: 0.1395
hammerfall,gamma ray: 0.2796|helloween: 0.2595|blind guardian: 0.259|edguy: 0.2483|manowar: 0.2378|sonata arctica: 0.2366|stratovarius: 0.2326|avantasia: 0.2282|sabaton: 0.226|rhapsody of fire: 0.2239
hans zimmer,john williams: 0.2501|howard shore: 0.2177|thomas newman: 0.169|danny elfman: 0.1316|vangelis: 0.1052|clint mansell: 0.101|soundtrack: 0.0997|linkin park: 0.0974|nightwish: 0.095|ennio morricone: 0.0936
happysad,akurat: 0.4456|pidżama porno: 0.4278|myslovitz: 0.3618|hey: 0.2861|coma: 0.2808|kult: 0.2076|gentleman: 0.1154|o.s.t.r.: 0.1024|system of a down: 0.0854|bob marley: 0.0839
hard-fi,the pigeon detectives: 0.1646|kaiser chiefs: 0.144|razorlight: 0.1325|the fratellis: 0.1253|the kooks: 0.1251|arctic monkeys: 0.1137|the killers: 0.1099|maxïmo park: 0.1074|kasabian: 0.1067|stereophonics: 0.1024
hatebreed,caliban: 0.2599|chimaira: 0.25|heaven shall burn: 0.2161|as i lay dying: 0.1854|lamb of god: 0.1835|parkway drive: 0.1776|the black dahlia murder: 0.1701|machine head: 0.1631|all shall perish: 0.1577|comeback kid: 0.1516
heaven shall burn,caliban: 0.3583|as i lay dying: 0.2764|all shall perish: 0.2641|all that remains: 0.251|hatebreed: 0.212|parkway drive: 0.2113|chimaira: 0.1973|the black dahlia murder: 0.191|killswitch engage: 0.1881|devildriver: 0.1785
hellogoodbye,cute is what we aim for: 0.2088|the all-american rejects: 0.1762|the academy is...: 0.1552|say anything: 0.1514|fall out boy: 0.1508|panic at the disco: 0.1458|cobra starship: 0.1421|taking back sunday: 0.1406|motion city soundtrack: 0.1401|boys like girls: 0.1351
helloween,gamma ray: 0.4099|edguy: 0.2958|blind guardian: 0.2795|manowar: 0.2672|avantasia: 0.2658|hammerfall: 0.2596|judas priest: 0.2587|iced earth: 0.2488|iron maiden: 0.2475|kamelot: 0.2417
herbie hancock,miles davis: 0.2335|john coltrane: 0.1976|charlie parker: 0.1121|steely dan: 0.0949|stevie wonder: 0.0836|ella fitzgerald: 0.0749|the cinematic orchestra: 0.0727|louis armstrong: 0.0725|jethro tull: 0.0723|pink floyd: 0.0714
hercules and love affair,cut copy: 0.1885|hot chip: 0.1692|lykke li: 0.1381|the knife: 0.1231|róisín murphy: 0.1225|crystal castles: 0.1112|lcd soundsystem: 0.1102|justice: 0.1021|santogold: 0.1008|mgmt: 0.0996
hey,pidżama porno: 0.3503|myslovitz: 0.324|kult: 0.2843|happysad: 0.2833|akurat: 0.2821|coma: 0.2818|gentleman: 0.1187|nirvana: 0.0786|o.s.t.r.: 0.0768|róisín murphy: 0.076
high contrast,pendulum: 0.2232|kosheen: 0.1425|dizzee rascal: 0.1066|the prodigy: 0.1035|bonobo: 0.0979|the streets: 0.0869|aphex twin: 0.084|burial: 0.0839|groove armada: 0.0834|faithless: 0.0754
hilary duff,avril lavigne: 0.2532|ashlee simpson: 0.2447|kelly clarkson: 0.2364|britney spears: 0.2095|the pussycat dolls: 0.1983|rihanna: 0.1755|miley cyrus: 0.1663|pink: 0.163|gwen stefani: 0.158|katy perry: 0.1572
him,nightwish: 0.1756|the 69 eyes: 0.1634|evanescence: 0.1523|system of a down: 0.1498|the rasmus: 0.1452|rammstein: 0.143|linkin park: 0.1386|marilyn manson: 0.133|sonata arctica: 0.1244|metallica: 0.1205
hoobastank,breaking benjamin: 0.1686|linkin park: 0.1576|sum 41: 0.1546|nickelback: 0.154|papa roach: 0.1422|three days grace: 0.1322|3 doors down: 0.1321|simple plan: 0.1276|30 seconds to mars: 0.1269|green day: 0.1258
hooverphonic,lamb: 0.203|massive attack: 0.1854|morcheeba: 0.1819|moloko: 0.1646|portishead: 0.158|télépopmusik: 0.1565|goldfrapp: 0.154|air: 0.1477|röyksopp: 0.1451|thievery corporation: 0.1397
hot chip,cut copy: 0.226|lcd soundsystem: 0.2173|the knife: 0.2046|the presets: 0.1841|digitalism: 0.1839|simian mobile disco: 0.1832|mgmt: 0.1788|justice: 0.1783|crystal castles: 0.1759|klaxons: 0.1717
hot hot heat,the strokes: 0.1392|the kooks: 0.1354|arctic monkeys: 0.1267|the fratellis: 0.1189|the killers: 0.1146|the shins: 0.1132|the postal service: 0.1077|bloc party: 0.1036|the subways: 0.1027|jet: 0.1014
howard shore,hans zimmer: 0.2199|john williams: 0.1913|enya: 0.1392|apocalyptica: 0.1059|danny elfman: 0.0969|thomas newman: 0.0965|nightwish: 0.087|loreena mckennitt: 0.0823|rammstein: 0.0798|evanescence: 0.0797
hypocrisy,cannibal corpse: 0.2045|behemoth: 0.2003|amon amarth: 0.1962|bloodbath: 0.1932|dark tranquillity: 0.1924|pain: 0.1821|arch enemy: 0.1748|in flames: 0.1665|death: 0.1589|carcass: 0.1567
håkan hellström,kent: 0.299|anna ternheim: 0.1539|jens lekman: 0.1303|shout out louds: 0.1289|mando diao: 0.104|regina spektor: 0.1014|the killers: 0.0895|the radio dept.: 0.0888|morrissey: 0.0887|coldplay: 0.084
iamx,sneaker pimps: 0.197|apoptygma berzerk: 0.1042|placebo: 0.1004|vnv nation: 0.0884|the presets: 0.0809|klaxons: 0.0783|depeche mode: 0.0781|muse: 0.0741|ladytron: 0.0737|le tigre: 0.0734
ice cube,snoop dogg: 0.2986|the game: 0.2781|dr. dre: 0.2328|2pac: 0.222|ludacris: 0.2155|notorious b.i.g.: 0.2153|jay-z: 0.2017|t.i.: 0.1971|nas: 0.1887|busta rhymes: 0.1827
iced earth,blind guardian: 0.284|helloween: 0.2485|judas priest: 0.2219|manowar: 0.2168|iron maiden: 0.2163|megadeth: 0.2152|gamma ray: 0.2108|hammerfall: 0.1971|edguy: 0.1894|avantasia: 0.1869
iggy pop,lou reed: 0.1447|talking heads: 0.1187|the velvet underground: 0.1171|david bowie: 0.105|joy division: 0.0941|the cure: 0.0934|ramones: 0.0872|sex pistols: 0.0821|pixies: 0.082|the smiths: 0.0813
ignite,comeback kid: 0.1808|anti-flag: 0.1719|rise against: 0.1701|millencolin: 0.1643|pennywise: 0.1381|bad religion: 0.1254|hatebreed: 0.114|nofx: 0.1067|rancid: 0.1003|alkaline trio: 0.0986
ill niño,slipknot: 0.2078|disturbed: 0.2014|mudvayne: 0.1925|koЯn: 0.1833|static-x: 0.1824|stone sour: 0.1823|chimaira: 0.1747|adema: 0.1663|drowning pool: 0.166|bullet for my valentine: 0.164
immortal,burzum: 0.3271|behemoth: 0.3043|satyricon: 0.2844|dimmu borgir: 0.2625|darkthrone: 0.2182|amon amarth: 0.187|bathory: 0.1841|morbid angel: 0.1685|nile: 0.1618|cannibal corpse: 0.1589
immortal technique,jedi mind tricks: 0.2606|cunninlynguists: 0.1757|nas: 0.1676|sage francis: 0.144|atmosphere: 0.1387|talib kweli: 0.1374|notorious b.i.g.: 0.1368|aesop rock: 0.1357|gang starr: 0.123|jurassic 5: 0.113
imogen heap,frou frou: 0.2833|sia: 0.123|coldplay: 0.1227|death cab for cutie: 0.1224|feist: 0.1162|tori amos: 0.1133|regina spektor: 0.108|the postal service: 0.1077|jem: 0.106|sarah mclachlan: 0.106
in extremo,subway to sally: 0.407|schandmaul: 0.3614|die apokalyptischen reiter: 0.2182|korpiklaani: 0.1845|finntroll: 0.1839|die Ärzte: 0.1617|apocalyptica: 0.1529|die toten hosen: 0.1523|rammstein: 0.1514|equilibrium: 0.1485
in flames,children of bodom: 0.316|soilwork: 0.299|dark tranquillity: 0.2974|arch enemy: 0.2615|killswitch engage: 0.2488|amon amarth: 0.2422|amorphis: 0.2391|opeth: 0.2268|metallica: 0.2238|trivium: 0.2234
incubus,foo fighters: 0.2237|red hot chili peppers: 0.2017|muse: 0.1965|a perfect circle: 0.1922|coldplay: 0.1857|radiohead: 0.1831|deftones: 0.1805|rage against the machine: 0.1736|tool: 0.1573|death cab for cutie: 0.1571
infected mushroom,shpongle: 0.2552|the prodigy: 0.1587|pendulum: 0.1285|tiësto: 0.1172|the crystal method: 0.11|the chemical brothers: 0.1092|paul van dyk: 0.1089|faithless: 0.1062|röyksopp: 0.1059|atb: 0.0997
interpol,editors: 0.2672|bloc party: 0.2592|radiohead: 0.2447|the strokes: 0.2272|arcade fire: 0.2147|death cab for cutie: 0.209|arctic monkeys: 0.1934|kings of leon: 0.1883|franz ferdinand: 0.1871|the killers: 0.1856
inxs,duran duran: 0.1395|u2: 0.1175|the cure: 0.0905|the police: 0.0802|echo & the bunnymen: 0.0783|the corrs: 0.0773|depeche mode: 0.0765|queen: 0.0724|lenny kravitz: 0.0701|madonna: 0.0697
iron & wine,sufjan stevens: 0.2812|andrew bird: 0.2606|the decemberists: 0.2385|the shins: 0.2317|death cab for cutie: 0.2242|bright eyes: 0.2143|belle and sebastian: 0.2113|elliott smith: 0.2082|modest mouse: 0.1855|devendra banhart: 0.1808
iron maiden,metallica: 0.3568|judas priest: 0.333|megadeth: 0.3019|black sabbath: 0.2534|helloween: 0.246|slayer: 0.2455|ac/dc: 0.2435|manowar: 0.2317|blind guardian: 0.2199|iced earth: 0.2153
isis,mastodon: 0.213|melvins: 0.1808|the dillinger escape plan: 0.1788|converge: 0.1686|tool: 0.1669|kyuss: 0.1584|mogwai: 0.1549|65daysofstatic: 0.1529|meshuggah: 0.143|mono: 0.1377
j dilla,madlib: 0.3187|a tribe called quest: 0.2776|madvillain: 0.2628|flying lotus: 0.249|mf doom: 0.246|common: 0.2189|the roots: 0.2132|mos def: 0.2009|talib kweli: 0.1983|cunninlynguists: 0.1863
jack johnson,coldplay: 0.2248|jason mraz: 0.208|john mayer: 0.1945|ben harper: 0.1831|the beatles: 0.1676|dave matthews band: 0.1655|red hot chili peppers: 0.1624|damien rice: 0.1545|death cab for cutie: 0.1518|arctic monkeys: 0.1489
james blunt,maroon 5: 0.1884|coldplay: 0.1801|keane: 0.1566|snow patrol: 0.1478|mika: 0.1399|dido: 0.1323|the fray: 0.1259|avril lavigne: 0.1246|james morrison: 0.1209|linkin park: 0.1168
james brown,stevie wonder: 0.1534|aretha franklin: 0.1397|ray charles: 0.1324|otis redding: 0.1229|marvin gaye: 0.1212|the beatles: 0.1089|al green: 0.107|miles davis: 0.1062|louis armstrong: 0.1044|nina simone: 0.1
james morrison,jason mraz: 0.1878|the fray: 0.1441|adele: 0.1373|paolo nutini: 0.1338|john mayer: 0.127|maroon 5: 0.1221|james blunt: 0.1208|coldplay: 0.1206|sara bareilles: 0.114|jack johnson: 0.1083
jamie cullum,joss stone: 0.16|diana krall: 0.1359|michael bublé: 0.1358|norah jones: 0.1349|john mayer: 0.1208|jack johnson: 0.1051|coldplay: 0.1029|amy winehouse: 0.0985|jason mraz: 0.0977|james morrison: 0.097
jamiroquai,daft punk: 0.1566|fatboy slim: 0.1429|red hot chili peppers: 0.1389|thievery corporation: 0.1388|lenny kravitz: 0.1376|moloko: 0.1326|morcheeba: 0.1321|massive attack: 0.1281|the chemical brothers: 0.1271|röyksopp: 0.1265
janet jackson,mariah carey: 0.1859|the pussycat dolls: 0.1837|beyoncé: 0.1794|madonna: 0.1624|sugababes: 0.1584|jennifer lopez: 0.1562|justin timberlake: 0.1543|christina aguilera: 0.1531|kylie minogue: 0.1519|girls aloud: 0.1486
janis joplin,jefferson airplane: 0.1985|the doors: 0.1636|jimi hendrix: 0.1486|the rolling stones: 0.1161|led zeppelin: 0.1129|bob dylan: 0.1117|cream: 0.1114|the who: 0.1112|chico buarque: 0.105|john lennon: 0.1037
jason mraz,john mayer: 0.2214|jack johnson: 0.2096|james morrison: 0.1881|coldplay: 0.1828|maroon 5: 0.1742|gavin degraw: 0.151|colbie caillat: 0.1431|mika: 0.1426|the fray: 0.1352|joshua radin: 0.133
jay-z,nas: 0.3695|kanye west: 0.341|the game: 0.3292|notorious b.i.g.: 0.3005|ludacris: 0.2993|snoop dogg: 0.2871|t.i.: 0.2781|lupe fiasco: 0.264|lil wayne: 0.2631|the roots: 0.2558
jazzanova,koop: 0.2254|de-phazz: 0.2034|the cinematic orchestra: 0.1947|thievery corporation: 0.1826|st. germain: 0.1651|bonobo: 0.1629|tosca: 0.1628|nightmares on wax: 0.1596|zero 7: 0.1174|jamiroquai: 0.1165
jedi mind tricks,cunninlynguists: 0.2886|immortal technique: 0.2628|nas: 0.2036|gang starr: 0.1869|atmosphere: 0.1779|mobb deep: 0.1778|aesop rock: 0.1765|sage francis: 0.161|ghostface: 0.141|talib kweli: 0.1408
jeff buckley,radiohead: 0.1534|nick drake: 0.1412|elliott smith: 0.1107|the smiths: 0.1027|rufus wainwright: 0.0985|the smashing pumpkins: 0.097|muse: 0.0966|the beatles: 0.0966|damien rice: 0.095|pink floyd: 0.0873
jefferson airplane,janis joplin: 0.1956|the doors: 0.1643|led zeppelin: 0.1302|pink floyd: 0.1283|jethro tull: 0.114|cream: 0.1111|bob dylan: 0.1106|the who: 0.1099|jimi hendrix: 0.1091|the velvet underground: 0.1071
jem,kt tunstall: 0.1459|imogen heap: 0.1082|sia: 0.1063|a fine frenzy: 0.1063|dido: 0.1043|sara bareilles: 0.1012|sarah mclachlan: 0.0996|lily allen: 0.0938|katie melua: 0.0831|amy macdonald: 0.0788
jennifer lopez,mariah carey: 0.2352|the pussycat dolls: 0.2337|beyoncé: 0.2216|rihanna: 0.221|britney spears: 0.2172|kylie minogue: 0.199|christina aguilera: 0.1912|spice girls: 0.1895|sugababes: 0.1837|nelly furtado: 0.1768
jens lekman,belle and sebastian: 0.1877|sufjan stevens: 0.1669|beirut: 0.1605|camera obscura: 0.1543|the radio dept.: 0.1495|the national: 0.1459|the magnetic fields: 0.1456|håkan hellström: 0.1326|kings of convenience: 0.1323|andrew bird: 0.12
jet,arctic monkeys: 0.1189|the strokes: 0.1114|franz ferdinand: 0.109|the killers: 0.1059|the kooks: 0.1043|kaiser chiefs: 0.1017|hot hot heat: 0.1013|oasis: 0.0951|foo fighters: 0.093|the white stripes: 0.0929
jethro tull,pink floyd: 0.1994|king crimson: 0.1854|genesis: 0.1819|camel: 0.1776|led zeppelin: 0.1711|deep purple: 0.1491|rush: 0.1489|porcupine tree: 0.1378|frank zappa: 0.1282|the doors: 0.1265
jimi hendrix,led zeppelin: 0.2968|the doors: 0.2433|cream: 0.2209|the rolling stones: 0.2158|pink floyd: 0.2131|the jimi hendrix experience: 0.2118|the beatles: 0.1819|eric clapton: 0.178|the who: 0.175|bob dylan: 0.174
jimmy eat world,fall out boy: 0.2367|taking back sunday: 0.2057|dashboard confessional: 0.2019|brand new: 0.1937|blink-182: 0.1916|the all-american rejects: 0.1898|motion city soundtrack: 0.168|my chemical romance: 0.1659|the ataris: 0.1653|death cab for cutie: 0.1638
